UMAP1,UMAP2
3.7378845,2.7473657
4.034692,3.3551111
2.5791502,1.8276627
4.133456,3.1545393
4.0693884,2.742567
-0.89488673,2.942905
3.517141,2.9182591
3.7598808,2.795253
4.296526,3.7253551
3.3824382,2.6966367
-1.8880699,6.5824966
4.3314147,4.858998
-2.1298566,6.5601683
5.0922413,4.5840616
-2.0997105,6.3817735
3.6256404,2.4954534
-2.2086797,6.2924848
4.351499,3.651802
3.4115088,3.206508
4.4932942,3.7315793
3.7104924,2.5243917
-2.1749613,6.494442
4.491205,3.9750495
3.2583477,4.640856
3.0137057,4.7263403
2.3841727,1.9616784
0.7425209,1.3642156
2.2305765,1.8205857
1.3110958,6.077023
-0.92397606,5.696474
4.0380015,4.8012652
0.94100064,5.819413
3.229746,5.105062
0.72111875,4.3807993
1.6939269,1.8322958
1.6443975,3.7474694
-0.6079166,2.4020624
1.6060385,3.032875
1.514323,4.210622
-0.6285815,3.7175603
1.7546612,3.7088237
1.4330355,4.9423666
-0.096375264,2.6549432
-0.3436859,3.0701783
2.625826,2.3803837
1.8574021,1.6750835
1.6698529,2.2505646
-2.0372531,5.7340326
1.7242388,1.8060426
2.814981,0.71745425
2.0217965,1.7879816
-0.8847369,5.208018
1.3902488,5.148376
2.3662205,4.7679505
0.7759891,4.4998116
-0.7224801,5.650987
3.5555835,4.5882335
-1.7467877,6.0091844
1.9109787,1.5998569
0.009636244,4.150677
1.1784539,3.763127
-1.8065509,6.0534186
0.9609911,3.7789004
0.4928483,3.3291736
2.7706215,2.558815
2.3140128,5.418947
2.5023656,2.0976937
-0.20719941,1.2966745
-1.9642073,5.8397746
2.336661,4.757434
2.642885,3.6462445
1.9122485,5.466547
0.6194793,6.1700697
1.8170593,4.174127
2.040817,4.6218553
0.83311385,6.1316237
2.346735,5.4167743
-0.11481904,6.368471
2.4081283,3.7415843
-1.2944267,6.249721
2.2202523,3.8971982
2.6203537,0.94053024
0.12210146,3.555492
-0.6896474,0.88284165
0.6483863,1.5760216
-1.8316863,5.700649
0.2887553,3.2832794
0.27843896,3.8744867
0.7601205,1.9732703
-1.9522421,4.9501634
0.64512426,2.9676802
0.6939098,2.95905
0.7740667,3.9286497
0.8873311,3.365143
0.45490983,3.3344438
0.019693483,3.147445
0.7538817,3.3158624
-0.54715997,0.9855081
1.0975811,2.3552964
0.19698271,2.7138515
-1.9350908,4.9841413
0.1522306,4.3953924
-0.39413348,0.6297236
1.7877016,1.4859586
0.6886824,5.477023
-0.62683797,3.2913754
-2.0065954,4.6806693
-0.36616564,1.3695911
0.1070246,1.2345214
4.0495005,4.2872906
-2.2065976,6.500778
0.3237811,7.1404843
3.624562,3.481762
3.5904105,4.7659926
4.087816,4.437918
0.6683726,3.718189
-1.1321014,5.4151754
0.6731012,2.4484582
0.48632306,5.4627857
-1.6721262,5.8297777
-0.84648734,4.8139734
1.4075735,3.7115304
1.3145784,3.472538
0.9314092,2.3338375
0.69384164,3.2505221
-0.91471577,2.8959372
2.9442742,0.7901011
2.4429653,3.0642924
2.5879729,2.6049027
1.5485834,5.1068153
3.1300826,3.5160317
1.9913604,4.384961
-0.370182,4.417609
1.4573061,2.155287
2.4285078,3.2516918
-1.609445,5.825561
-0.010068194,4.53897
-0.8309062,5.348918
2.5583215,3.4983573
1.7665539,4.617792
-1.9781343,6.2949786
2.6193008,2.6516464
-2.2238507,5.919081
2.304109,1.9190356
-0.7844587,1.2651272
1.1409363,1.9159675
0.36841574,4.1616974
0.77376235,1.6553749
0.26511392,3.9439623
0.7404862,3.8407433
-0.25428435,3.0033453
0.66638,1.4497185
-0.3743796,4.507951
-1.0747527,0.86413014
-0.2231958,0.86155516
1.8680251,2.2268147
-0.80493456,0.5760155
-0.9524823,2.9254544
0.562827,0.99796593
-0.47680607,0.81750077
-0.20373115,0.79011333
2.019691,2.5984106
-1.8553174,5.913655
0.052791208,2.2483745
1.2942578,1.2223634
2.6484303,0.68327177
0.08765335,2.3096533
-1.2013586,5.7266364
0.045802623,2.5702336
-1.1466708,3.2684143
0.20715642,2.9111474
0.09159635,2.1865602
-0.15802439,3.601254
-2.1231265,5.830076
0.24342662,3.2244925
0.25541845,3.222629
-0.62050253,0.59963876
2.0904577,2.2060003
-0.7881534,5.362113
-1.2898461,6.2781534
-0.69430625,5.4714284
0.56319094,3.084897
0.40128323,2.5816092
0.20347989,3.9978464
0.89191127,3.1351671
1.0319016,3.3513968
-0.20855625,3.6625469
0.6351784,2.5841472
-1.1539401,1.3879839
-0.36726663,0.66818315
-1.1231441,1.1851717
1.0930151,1.7072927
-0.78459466,0.52520853
-0.7638141,0.64350176
1.1456906,1.9886112
2.5686269,0.7936615
1.0267777,2.1699026
-1.7549697,5.579377
-0.71623933,0.86083484
1.2477183,1.906644
1.909107,2.584681
1.3216106,2.136458
0.8066093,1.6757839
0.56450796,2.2327962
-0.8430997,0.41316035
-2.1613755,5.424943
0.689176,2.305294
-0.10623124,0.97285473
1.3279631,1.2282797
-0.9193731,0.4050249
-1.5114065,5.5433826
-0.6348291,4.1265454
-0.014342099,2.0401907
1.0066003,2.4604602
-1.3117614,5.2603073
0.076913856,3.6140978
0.020427404,3.7214715
1.7719592,2.5408485
-0.62255657,3.5628314
0.110393055,1.5354078
1.5437952,1.5993731
0.5005844,2.5950627
2.5734353,0.7267212
-0.9981437,0.68347716
-0.69434315,0.8060135
-0.0042236117,2.554377
2.2788506,1.517832
-0.19782184,3.3210073
0.49435467,1.1364166
0.23370594,2.4214582
0.5020476,3.5595248
-0.77315027,0.5365694
-0.73791385,0.64638937
-0.92923117,0.40438032
-0.66495645,0.8429913
-2.0005505,5.74742
0.36380202,3.6437068
-0.63045996,0.86426157
1.8596108,1.7392005
0.32319683,4.404978
-0.6403789,3.164869
-1.065904,0.6319827
0.3057459,1.1385251
-0.60865116,0.68378884
-0.7112067,0.6754586
-0.59542704,0.53390086
-0.6583935,0.5002746
-0.9540003,0.419771
-0.47911498,0.5239178
-0.36259246,0.59682465
1.7017306,4.572275
0.17928293,1.5061649
1.7992922,4.8117905
1.3944554,1.5686269
-0.8393941,0.44151255
-0.45583525,3.169606
1.2948984,1.3614088
-0.23783718,4.430494
1.4279659,3.4674919
-0.40365982,2.7329197
0.45802316,1.0823066
-2.0267198,5.3055277
1.4894898,2.1041944
1.0532537,5.5298767
-2.0247707,5.723708
1.0505757,4.030138
0.52349126,1.0169523
1.2928091,5.511427
1.7504448,2.9925218
1.8417443,2.8240442
-0.28716555,3.4200895
-1.8021358,5.868615
-0.8128129,1.2520552
-0.9598269,5.691904
-0.3995747,1.5680916
-1.0866187,0.6696306
-2.326403,5.700892
1.3409575,1.8979641
0.3963349,2.3487966
1.3636998,1.1615068
0.5385384,2.848256
-2.2256105,5.921229
-2.0416636,4.654632
-0.77928346,4.5104294
-2.2127483,5.679983
-0.8776988,0.40118617
0.7807286,2.9326737
-1.9766201,5.17616
-0.08158932,4.133254
-0.09025199,4.0650353
0.5405649,2.790968
0.53760797,2.365247
-0.946908,4.3229785
-0.47457674,0.88379693
1.1908404,2.626328
-0.10618277,2.0710874
2.179754,1.8291284
0.12124786,4.5789313
1.6440039,2.7350917
-2.1252034,5.7007174
0.6446363,3.749547
-0.40796608,2.531343
1.6054449,2.6333952
0.056370337,2.0424232
1.605113,1.4194034
-1.9558859,4.6916766
1.6839879,3.2092664
-1.0881152,0.84013736
-0.24006677,1.6458757
-0.19596228,0.9224879
-0.7885023,3.125643
-1.1574174,1.1964483
0.49527457,1.1073296
-0.54021066,0.5884102
-0.96401507,1.2489043
1.0183707,1.3102598
-0.34218845,3.3395905
1.8396416,4.2203274
0.81251144,4.18541
0.77175176,3.934486
-1.8921527,6.311508
0.7590532,4.1623907
-0.84102273,2.7812486
1.4169476,1.373116
-0.13799314,3.6430318
0.5299214,4.155397
0.8016951,4.203726
1.7016456,2.5878162
0.77626556,4.046722
2.6269994,0.64600205
-0.44938836,0.5472352
-0.7276331,2.9142218
-0.21557976,1.4232199
0.9543546,5.9627075
-0.96735656,2.9225342
2.2988224,2.0029998
-0.13931812,3.7433257
0.14702728,2.9946318
-0.5614053,3.439808
1.0037678,1.1032137
1.3504173,1.1066612
1.6382246,4.0651956
0.66733754,1.8873633
-0.0012573726,1.9220864
0.62042314,1.229173
0.19619878,2.7463872
1.4421653,3.9914355
-1.9932035,5.6624894
0.77574074,1.9661932
2.4439294,2.7553952
0.465017,3.5398607
3.1170068,0.7034503
0.20282717,2.7199109
1.1716875,4.1622744
-0.95717853,0.9796631
-0.56553143,0.78004014
-0.70124817,2.2519276
-0.8774383,2.5919726
0.42958033,3.1865573
-0.24753067,2.5826278
0.022227142,0.9947592
1.006579,2.502557
0.182428,1.5519696
-0.25733387,0.7754483
-0.22704168,0.9199598
-1.0104793,1.2059973
3.1820378,5.083008
-1.1101241,1.0428648
-0.61622036,0.721523
-0.5399782,0.8717306
0.93784076,2.7041342
1.4720439,1.2762638
1.2649826,2.4343822
0.87467676,1.7847677
-0.49588796,4.6658516
1.1337503,2.0668635
-1.1412687,5.597073
1.10277,3.7150016
0.71093166,1.4198154
-0.49130508,5.502164
-0.6509291,2.8533468
0.5823324,2.0190358
-2.0820434,6.10447
0.46328756,2.224481
-1.6104254,5.35705
1.3488159,2.5359383
-1.9912804,5.4831557
0.40571478,2.0534787
-0.3131529,1.995956
0.058548316,3.7699664
1.1560593,3.2292438
1.8334018,4.9928174
0.9030164,5.766775
-0.5576787,2.2891397
-0.6436403,0.45100084
0.064428516,1.5268859
3.529799,3.215903
0.28624263,1.9561424
1.461383,4.307215
0.44417277,1.0633917
-1.7637825,5.718706
-1.1396273,5.25354
-2.1923919,5.6072736
1.8365622,4.670262
-2.0279837,6.194604
-0.7821276,1.2418306
-0.23991987,3.2833745
-1.4256763,5.51185
2.3755376,2.9932847
0.9163796,1.4708576
-0.28654292,3.4384918
-0.34491685,0.6963368
1.5250465,3.8447917
-0.0807474,3.59829
0.6231017,4.261727
-0.8460455,0.3940539
-1.0094795,0.6871988
-0.027975904,1.0284817
-1.0525447,1.4545231
-0.981516,0.44988793
-0.8160069,1.1249275
-1.116239,0.8196232
-1.2089599,1.219261
-0.5140781,0.7021931
0.60806304,1.0568926
3.1731105,3.3851013
-1.9378589,6.0519543
-0.030285425,2.4384975
-2.3174055,5.682348
2.5121865,2.4148502
-0.45348674,4.1011214
1.2231027,3.8320599
3.161085,2.4793906
2.8305612,0.9303309
2.06374,4.296042
1.9007003,1.9733378
1.827188,1.666025
-0.09457239,2.3709743
0.17509937,1.3366399
-0.7784448,1.4654858
1.585493,1.4816918
-0.32390764,2.032792
0.6322039,1.3254782
0.44660085,1.4751004
0.34600955,1.1975243
-0.08677579,1.6658542
1.6961901,4.780676
-0.30971232,3.2514138
0.71847826,4.135982
0.21444644,2.3804996
0.5318233,4.2421026
-0.9293546,5.286724
-1.3211392,6.0461583
1.9997827,4.267638
0.6047159,5.281713
-0.47283763,4.6817865
0.5834839,6.3656063
-0.18029761,3.7897673
-0.6382522,3.9245644
-0.7310959,5.2941275
1.6460469,2.689882
1.9335214,3.0022974
-0.98309153,3.858678
-0.33956683,3.4301786
-2.123787,5.8126755
-2.1171832,5.9798307
1.6816418,3.256362
1.5467182,2.3189638
0.38747317,3.934365
-2.0612283,5.7081466
-2.2143533,5.839737
1.1226327,1.1270357
2.7261717,0.77528757
-0.71646273,1.1111217
1.1202228,4.4272494
1.6649594,3.2146928
-0.49949777,4.0621386
-0.48487255,4.070108
-2.3253074,5.714069
0.52466565,6.500658
-0.48507807,3.006448
3.0429144,4.3321424
3.0546908,4.034554
2.409285,4.8667855
2.9123256,5.1681123
3.004827,4.5902305
3.317727,4.5958104
3.4298887,4.665379
0.8942129,6.064812
1.7859713,4.4414864
3.1394413,0.78391826
1.6374506,2.8006568
-0.5800293,3.465022
-1.1891545,5.2169013
-0.45414355,2.485617
-1.0385677,3.9273624
0.2758073,4.05476
-2.1284595,5.992608
1.551978,4.6765943
0.43454427,1.7155038
-0.75108784,6.3848577
-0.8615883,4.9079413
-0.1329911,2.863236
0.9157749,4.5588984
2.0567517,1.6128529
-1.542889,6.2065887
2.95753,3.907722
1.5765697,5.0457954
0.3318411,7.0083203
-0.099952176,4.327496
-0.97998756,3.9567964
0.14869143,4.237369
3.1501172,0.9070908
1.9999596,5.5415497
0.66299605,5.9419565
2.6087327,5.4471955
2.8032358,2.6349552
-1.4267734,6.2905893
2.6049984,4.113624
-1.9449655,6.113897
0.034599144,4.90224
1.9935037,3.6786873
3.1117299,3.7068238
2.2624352,4.6143413
1.6434425,4.8243113
2.6952481,2.3382702
0.6485903,5.063253
-1.5788454,6.1698313
1.6726922,3.4530756
0.18089539,4.4720097
-1.6483326,5.981652
0.27391928,4.1842985
1.6963822,2.7715306
1.6029321,3.058494
1.5180744,2.0391638
1.8330835,2.5829098
1.7238419,3.2064822
0.39489123,3.915683
-0.36766678,4.7163787
1.6482135,3.491331
1.4165405,2.9059663
-0.52976394,2.4748297
-0.5958372,0.8924437
1.6359984,3.0688946
-0.076107964,2.3533885
1.6162279,2.9562685
1.7111876,2.8638616
2.0010695,2.60593
1.6477422,3.0624185
2.061373,2.2118413
-1.9054929,5.926943
-0.6046701,5.5387387
0.42437676,6.6477075
1.0050946,5.5423717
1.029454,5.507452
2.9379714,4.225861
0.5088289,4.92697
1.8894106,1.5817497
2.8917074,4.0810304
2.9504476,2.709899
3.2243662,4.3643823
3.1736228,4.7914534
2.987627,0.9139771
2.8267846,4.9982047
3.089415,3.9294508
2.689781,3.260922
3.3403144,4.744279
3.0494683,4.1861978
1.0918049,2.8712325
-1.6056757,5.4138083
1.7956952,1.5036098
2.4283776,2.1115077
3.4343247,3.3487453
2.0409963,4.808812
2.8022912,3.763477
0.01081591,4.2569532
2.9617202,3.8291078
0.6576277,4.550149
-0.02655329,4.955244
3.83763,2.5648234
3.1214967,0.8899909
0.24884938,2.3802571
0.0039917775,3.1165075
1.2261683,2.0894082
0.2507885,2.2554557
-0.8737007,1.0371357
0.44692418,3.2466595
0.6884555,2.867324
3.0696864,1.0258335
2.4896445,3.3447466
2.4100487,2.2854583
-1.3319874,5.6738253
1.2320809,2.3382552
-1.0728276,5.3808804
-2.0843983,5.6341395
-0.76882946,5.3650994
0.70377076,3.2833812
0.63705575,3.2183614
0.18396093,4.565828
0.6453117,5.864266
2.8176777,3.3846793
0.037126586,2.8853111
-0.32573435,6.2495317
0.86750627,5.6568737
2.337931,5.0646577
0.32656315,7.140865
-1.6729187,6.2481213
3.1493545,0.74742174
-0.92632633,5.2885246
0.42311248,3.5741203
-0.94386125,5.3190866
0.5111081,5.0617776
2.9838965,0.7309464
2.8332357,4.7968583
-1.5742741,6.1819367
1.6973284,5.776323
2.4554272,3.9261146
0.6269953,5.9830365
0.6247062,5.8147526
2.6161835,5.1994395
1.1425055,3.1342475
2.6217117,0.7383001
0.6412386,5.632122
1.9464644,4.650074
2.7435796,3.9831572
2.2063808,2.861583
2.532979,3.23056
-0.2056826,5.918901
3.2203343,0.8610898
-0.31496146,0.8732633
0.63338196,6.234718
2.2228937,5.6533384
0.82309437,6.1618276
1.7164721,2.4270203
2.891284,1.1531844
0.84218216,6.055342
2.215778,3.2553146
1.7215219,4.3055124
-1.4551272,5.130037
-0.97851473,2.4869924
0.3212988,2.7280128
3.1907697,4.4567375
0.9468786,2.410884
0.633314,2.316791
-1.706059,5.206456
2.6454751,3.6753795
0.62224585,5.789251
2.0367777,5.697621
2.1970105,5.713706
-0.71177626,5.616391
-1.569298,6.193086
-1.4310421,6.4250827
-1.6702256,6.2538958
-1.5303764,6.344
0.23539555,6.2624755
2.6504219,5.0206957
1.7695683,2.784768
1.2071741,4.2480106
2.0070093,3.8836763
0.31630152,6.944757
-1.5595478,6.3616915
-1.56623,6.330019
0.6969389,6.0959263
2.8226838,4.1687393
2.5746112,5.296001
0.9018312,5.649622
0.3341719,7.0150476
0.9741492,5.4291425
0.5585913,6.5538893
1.2378752,4.393421
1.8577759,4.269884
1.3046163,4.8265038
1.318303,4.681439
-1.8973128,5.903758
-2.3019273,5.857865
0.8121258,5.9642797
-1.7868134,6.025684
2.1843445,5.326029
2.3452866,5.300368
2.4854076,4.369905
3.2116196,3.3486137
1.5645463,5.83596
2.6327875,0.72587097
2.2496796,4.671671
2.1499686,2.0401661
3.0261137,0.7644687
1.5657855,4.655418
2.3372235,3.5748878
-1.4752268,6.0667334
2.6874924,4.823507
2.8752718,2.594508
-1.9240576,6.2654257
2.1419446,4.156908
1.0171063,5.534038
2.0315588,4.7754655
-0.026011966,5.7058444
0.31613222,7.133892
2.411327,5.386911
2.370883,5.3905997
0.29071817,7.0406485
2.895653,5.2806845
1.8438753,4.625877
0.73665136,5.6472754
2.3398695,2.9018815
0.6781524,5.769887
0.6719387,5.812263
1.9949923,4.9150133
2.3450973,4.766901
2.0826225,4.88755
1.9692053,4.7017007
-2.183956,6.4939966
3.0271523,3.8405795
2.7147942,3.6384146
2.5247676,3.7322953
2.5437913,1.9355172
2.504715,4.895003
2.6537592,4.335313
2.4710064,5.269525
2.5239422,5.205347
2.5552073,5.00774
0.4970649,6.082899
2.3881445,5.3500824
2.8288357,4.763941
2.2510855,4.8564625
1.7897764,5.0068903
3.0190032,3.8851192
1.5392789,5.6914725
1.620852,5.2478113
2.2866857,3.8690815
-0.15795332,5.88045
2.7223995,4.745311
1.9914906,4.404158
0.64772797,5.807098
0.7333082,5.7108345
0.69607097,5.6567893
0.6972574,5.5988874
1.9121859,4.568893
1.2852129,5.384856
0.1605654,4.863865
0.87664723,5.891356
0.8443635,5.842045
1.3879452,4.952945
-1.0403479,3.9231884
-0.30512956,5.009932
1.6369753,4.3927927
-0.42714915,5.1100307
1.8396574,4.2900085
1.5433733,2.7010114
2.3331027,3.2347229
1.6869915,4.277303
1.0737801,5.5607905
2.6892154,4.757092
1.0315222,6.2198424
-1.7495837,5.167916
0.65328896,4.709419
1.5645748,2.1507351
-1.6343616,5.4780626
0.5133549,5.3461466
0.6607333,4.746964
-1.6340922,5.300615
1.8575115,2.4897454
-2.0221329,5.645179
-1.1068436,4.949013
1.4382777,2.559492
1.287659,4.804831
2.6251526,2.1674383
2.3273022,3.6962044
0.6161747,4.9366927
3.6530147,4.1503463
1.8131733,2.0104425
0.90321666,5.617385
2.395277,3.072121
1.782304,2.9450712
2.7677789,0.7530802
-0.061000153,4.661724
-2.1391356,5.2437344
1.9697164,1.843854
-0.5355294,4.28733
1.8704523,4.1472125
2.5817137,1.38222
-0.7605966,5.4279165
3.698922,3.9440868
-1.7286012,6.593824
0.5760216,5.509712
3.67053,4.3196487
3.4998147,3.431939
-0.974749,0.42085412
3.6995301,4.418569
